Text,Emotion
Hen abi aj ka kam ho jay ga ,optimism
Han yar 7 din tk chalata hy ,neutral
Yr huzaifa maine sari books le li hain 1250$ ki i hain...,neutral
Or subha wali shakal na bnana rabbit ki trha khusssssss khushsssssssssssssi ho k jana ,joy
Ye kraya nai hua sir ne.kisi k pas code nai hai.bnana parega,fear
G boy ma kafi  dar ka punch gya hu,neutral
aafi choudry aa rhy h to ch0ose kr kr,neutral
malang hogaya heans dari full ?,neutral
Prh ha... Yr confuse kr rhy ho sary,pessimism
Papa na baat kar ni ha online ho ja ha,trust
Yr subha fahad result card daena ha. Yad say.,neutral
"Guyzz mam ne coal ka hmwrk upload to nae kia????,",trust
Nai mra vo mtlb nai tha..mene ye kaha k ese dobara sir assignmnt dein gy to sir nai manein gy qk unhon ne kaha tha k late submission is not accpetable..humne sbmit krwai hui ti assignmnt mail ki ti sir ko..bus sir ko remind krane ki zarort hay,pessimism
K abi to bs khari hai chacho soe hue hain,neutral
mall a gya hai k nhi,anticipation
m university jaa ra Allah Hafiz,neutral
class ha yr uni jana ha wapis a k plz zra jaldi,trust
Yr to apna bhi ha samjha khar na.,neutral
Ni mje in sb me koi interest ni,disgust
Han 5th smstr start ho ra ub,neutral
Hahaha awww :-* chalo koi bt nai :-*,joy
"Haha yar tera boht boht shukria tu nai yad kia..
.",joy
Mjhy tw sahe lag raha. Agay tmari marzi.,neutral
please bring  double sheets as told for Ps test,neutral
G janb woi ker raha hn,neutral
hahah chalo shuru m smj skti hn,joy
Hamid simmons bowled 35-3 7.2 over.,disgust
O khair mauja result kiya aya tha is bar,anticipation
G bhai books mili k nahi.,trust
Yes sir. What's your prediction for the next semifinal?,neutral
Is friday ko ghr jana ha ?,anticipation
Main office main ho comsats ki bus main jo ga,neutral
kis ne kha hy job ka ?,neutral
sai .. hostel ho ? ya bhai k pass,neutral
hmm..Telecom isnt my field at all but lemme use my creativity n think.kb tk dena hai? Aur tmne ana kb hai subha? Tmharay khilaf aj allegation lgai gai hai k you lied to me takay chuti krlo.,anticipation
Zyada ahsan karnay ki zrorat nai ha k bat karti ho muj say tm maray pass khud fzol time nai hota pirr bi tmhain pta ni kun reply kr dyta hun aur tm,anger
Ha dani b ajaye ga usy ma bula lu ga,trust
To pirr kia bat kar thay ho tm han g batao,neutral
apni ap koi 3 imported wishes bayn jo ap pori krna chahta hn hary up now,anticipation
Yup baby i knw i can easily open n say anythng to u thts y u r my bestieee :* ,love
Yr math ki tnsn he bs baki thek he,fear
"Hel0?misbah mra numbr of ha idr msg krna,",neutral
Pak won toss and bat first,joy
Fyp lab k bahir notice board pe check kro hmein thesis mein changes ka kaha gya hai k naheen ,trust
Me ja raha hn tm b a jana 5 m tak punch jao ga,optimism
kon sa wala cheeta....??? Taha Sajjad Ahmad,anticipation
Pehli assi problem max the n dusri min ki the?,neutral
"Not home yet
Don't know i will be late..",neutral
"Haha, kaha to h wo namuna th :D",joy
Iss ka matlab mere pass bohat time hai.,joy
Good ! :p super mega treat :D,joy
Mble bag main tha pta nae chala me in my ofce nw :/ ,disgust
tu ny kis section ma krai ha.,neutral
"Hannna tu feb mai hi chala gya tha
Ab ghr mai sirf mai and sas susar. .....tabi tu saying k mai tu wali ho wali hun",disgust
Momin dost ni a ra . Tu bta koi uni a raha ha ? ,anticipation
"Salam
G achhaa ho gaya.
its the best I could deliver",love
"Yes sir, nice prediction. However, I wish it wouldn't get right for yesterday ;)",optimism
ap kitny bjy free hon gay kal...before 3 pm,trust
Eid par lahore hi a jayi tu ,neutral
Tasks kahan se agye beech mein.open house hai kal ana hai sbne.ager nai ana to mein a rha hun abhi tmharay gher lene evo.,neutral
Nahi yr Asi koi bat nahi,neutral
Haan ajha khelty hain par mery pas ball nai hai,sadness
Yar saad tjhsy mein chupao ga,neutral
Sir plz meri atndnc lga dna. Its not possible for me to come today,trust
"Wese mein aaj akeli kis kis ki seat mahnoor se bachaungi :P,",fear
"Main to 3 bjay tk soti pe pehlay, :-D na fikar na sharam na lehaz, ak br aya hai.. :-P",joy
Msg pary bgr del nahi ho sakta.,neutral
Nae aj bike khrb ha yr.,pessimism
Yr ma na BBQ ma jana ha,neutral
Maria mje 8.30 bje jaga dena ake ap..,trust
Unique sy call aai mujhy k aap k bachy k kitny marks aaye hain to main ny un sy b sakht lehja istimaal kiya Aur unhon NY phr Abba g ko shikayat ki Aur Abba g mujhy pooch rhy thy k tum NY batmizi ki hai kya un sy??,anger
nh yr. sham itni late to aya tha uni sy thaka wa tha. dil nh kiya,sadness
Massallah bazo lamba kri ja raha ha bas,joy
Nai ma khud a ri hn chinchi ma bethi hn,neutral
Suit stich krwa lye jo aein hein,neutral
Dr. Bta na nust ki last date kb ha?,neutral
"Yar smjh ni aa rhe har chez khrab ho rhe hai..
Ghr ka ac, ups, battery .. Aor aaj ki khawari",sadness
Yar bowling nai ha unke pass,sadness
Usko lagta hy k main shyd kisi aur ko ya koi aur mjhy ya main kisi aur ko during job ya Ms pasand na kr lun is lie many dhoky ka wrd use kya,fear
Majid ko ma me msg kia hai daikhain kia reply ata hai,anticipation
"Hy,sorry..galti se pick kr li.,tmhara balance zaya ho gya",sadness
Ok. To relax rahain.IA kaam ho jaey ga yaar. Mujhay khud tension h. Barish nay sub kaam kharab kr k rakh diay hn. Galiyan pani say overflow ker rhi hn banda kaheen ja bhi nhi sakta ,optimism
G? Ye na kehna nai a rhay.yasir bhi bimar hai,fear
Ok :) ja k bta dena jb phncho gi,joy
"W.a.
Please message at 2:00 then will tell you time wslm",optimism
sir mail chek kar lain plz,neutral
Gujar bike lae a yr shoping pa jana ha :-D ,joy
Naa a swimming pool bna hwaaa,neutral
I will be available in the lab from 10-3 today.please come to meet me after 10am,neutral
"Me to phr yab jao ga
Jani tm seedha keh do k me mlta he ni
Jani tm to mar he ge ho",love
han ly ao tmhry papa lg k pas to ni h na.,trust
"yar cousin sy pocho ga us ka kiya planhai jab wo kahe gi to ao ga,",trust
hahahaha right (Y) Muhammad Bilal Ajmal,joy
Hahhaah ni mny ni ki ... behen mjhy ase hi msg aty hain ... ab apko romantc msgz aty hain to mra koa qasur ;) ,joy
Taqreeban 1 week lg jata hy yar,anticipation
baba ko call kr lean ap mery pass balence nai,trust
yar jldi kch kr wrna masla pr jae ga!!.,fear
Plagerism kahn kahn hy kesy pta chly ga? Chck kiya to tha sb,neutral
Or do haftay bhi to rehna he,neutral
"Yaar kal ka howdy ka plan bana lo.....final kar Kay Bata Dayna sab ko Maliha ko bhi msg kardien.....,",anticipation
Yar class ka kia scene hay??,anticipation
"Mre khyal se prgramng,englsh,elctrnics nd maths",neutral
Thank u so much i tried Allah ka shukr Usny izat rkh di ,joy
Sahi matlab lia hai apko ghalat samjh ai hai,surprise
Is nmbr ka pata ha. Jo tmhy send kia.,neutral
Dekho jhot na bolo or mujhe sach sach btao!,fear
Yar nend buht a rhi ha aj kal,disgust
Miss hm sadaf k ghar ja rahy hy .or my ny 23rd ka clerk ko aha thy k interview date rakh ly.ub mdm ny naya shosha chorr diya..ub socha mdm ko bata do k mein to out of station ho 22nd ko hi awonge.muft mein hamein 18 sy bula rahi hy.or itni sakht grmi hy...,disgust
Yar mery pas net nahi hy is liye bri problem hoti hy wesy book wala kam easy hy q k net na hu tu koi kam nahi ho skta ,disgust
pti job to dekhi jay ge lekin study b jari rkh ,neutral
Yr min dost ka sath chale gao ga to pounch min aya.,neutral
Hm bike b chla rhy hn to reply kr daita hn. Yeh k txt ka pata chl jye,neutral
Tera aj marny ko he dil ha jani. Tm ne aj kuch lena he ha :-P,trust
"Pata nai Aa to gya hai result magar mobile Waly net kis speed kam hoti hai is liye nahi khull raha result,,,",disgust
kis jaga ho shop ka name btayo,trust
Or kya kr rahy thy tmb,neutral
Entry no 136 k samne jo entries hn table k bahir likhi v hn un un entries ko debit krna hay total amount se..ye entries table me entr ho chuki hn pr debit nai hri..in entries ko debit krna hay(minus krna hay ),neutral
Mne tughe rat ko bhj dia tha :p,joy
Yes it was me its umt's landline number,neutral
"Nai ye to mjy khd ni pta k last date kb tk ha submit krwany ki,b8 me pta krti hn",trust
Yar plan bnaooo combine study ka Xams aa rh. Hain mil k krty hain ... ,trust
Paidal jana para. Bike say noker nay petrol nikala aur cap hi nhi lagae . Sara petrol urh gaya. :D,anticipation
yrrr ali poch raha hy voh baht preshaaan hy k yeh kahaaan chlaa giaa hy.. Us sy contect kr ly ,fear
Ya phr sim py net on kar k snd kar dy,trust
Matlab 1 baje wala show dekhny jana ha ? ,anticipation
ahu tusi begartun ny tu phr bhi ni ana pawyen 4 din pehly lahu yeh ek mahina ,disgust
Wo apny projects main busy hai,fear
Wese e dost k pas aj wapis.,neutral
"hahahhhaha mubarik ho :-D 
Haan oy kyàaa kia ay phrr ???
haaan ho to jain gy e accnt main e kranay hain  .  agr uni jay to whan sy kra dain to behtar h
o wo khan thy sweater or jacket wgera??????
Yrr aisa krr ab yan ik shopr main dal k waleed wgera k pas rakhwa dy wo idrr e hain to . .  Ya baki saman k sth niazi ko e dy dynaa",joy
Nhe m us grund m nhe gya aj,neutral
Nai na usne b aply kiya tha ab ye humein nai pata k usko kisne bataya,surprise
Sir ka e ho ga ... Wo koi b use nai kr raha I think just for getting data use kr rhy hain sir ,anticipation
Me ne website p upload kr diye hain..,neutral
Sir babar ka email id send kro plz,trust
Nai bht famous actor ha Nam nai ata,neutral
Or kis kis ka cod mila h,neutral
Uper uper say to har koi hi khta ha maza to tab ha k karain bi aur ksi ko pta bi na chalay ,sadness
Han mai 10 bjy ka ready betha hun pr ab a rha hy.,disgust
Ye jo btaya sb thk ha,neutral
"Me b thek Allah ka shukr!:-) aur sunao kia ho ra e aj kal nd kesi ja rae hn chutian??,",joy
Yar flood ki waja sy bura hal hy sary mulk ka bht zada crises hain  ,fear
"mein to abi tk bht e busy hun.. sb czns eid se yahin hn. enjoying alottt :) abi sbki chuttiyan jo hn. filhaal to chuttiyan achi e guzar rhi hn, jb sb chalay jaenge tb pta chalay ga :D",joy
a raha hn 2 min bus stop,optimism
Shit yar ma ny timetable dykha e nai tha ... Mari bht important class hy 2 bjy ma ja raha hun university ...  ,sadness
Yar insan ka bcha bn chawliyn na mar :p ,joy
Yar main calculus k notes bna raha hun,neutral
Mery any sy pahly he agya tha,neutral
"to hum America hai..... Aaram say Beth kar bus planning kartay hai phadday karwatay hai :P 
Inshalallah ......yaar or kya karta abb shugal bhi na lagaien. :P ",joy
Me abi ne abi dekha ha site se,neutral
Or g karna paray ga hamay to,neutral
"Mjy pta ha abu ne ijazt dy e dni ha....
Tm mehanti ho acha kam kr skui ho.,",optimism
Yeh syasi byan na dya kro jani,disgust
Elec engg or comp engg or chemicla ko parhatai hai,neutral
Gr hn abi me to kb ka aya hwan hn gr drd ki wja se,sadness
then go nd finish it here.,neutral
"W a
Ap kb milny aa sakty hm? Wslm",neutral
Han to kya kahtay wo paisn ka bta ,neutral
pta ni ksay itna time tm mvie dkh lati,surprise
Yar mery pas net nahi hy is liye bri problem hoti hy wesy book wala kam easy hy q k net na hu tu koi kam nahi ho skta ,disgust
"Meny aj lhr ayna hey.
Ap ny bataya ni",optimism
Phir kaisay GPA zyada hai?? Galat to show nahi hoo raha ???,surprise
pata nai yar tera aya jinah m nam ??,anticipation
Main abi aya hn. Mujay 15 mnt lagain gay agar wait kar saktay hain to theek hai ,neutral
is week paisy ni :-P nxt week dykhn ga,trust
Yr apni cv to snd jr dy,neutral
Yar! DE K Final K Topic Send Karna?,trust
Sir wil u com for isha?,neutral
Me to ni kia tm ne kha ap ne aunti c bt kr k ana h aj kheir a ap ap,neutral
Q k hstl life me fmily nae hti. ,sadness
Ok..bt 15 saal baad sunao ga,optimism
"Sir, where is the robotics group presentation going on?I weant to N block but all rooms are locked.
Imroze",trust
hahaha. . .awlaaa h uni to aj ravi bni hvi :-D ,disgust
Me bscs kr rha hn uni of lahore se raiwind campus. .  Mje to 1 mahena ho gya ha clases start hwe we,neutral
Me mausm enjoykr rha hn,joy
Hellooooo koi hai begam main agya hellooooooooo charta yi khazi? ,neutral
Jee nae abi sari class ka result nae pta...,neutral
Hn me ne le lye hn,neutral
Yar! PP Or DE Ka Kuch Pta Chala?,anticipation
Tu aPni mArZi Sy naE aYa mAnE wAiT kYa Tha tRa...,neutral
nd wo tou hua b old campus mai tha anay jny ka b koi rola ni ta papa k ofc k blkl samny,neutral
daikh lo koi ha jan'ny wala to usy kaho yr dy dy,trust
Yar tu a jayen sukon sa hostle rhe ge,neutral
"Okay ab mama bula rhi hn, Allah Hafiz :)",joy
"Theek hy :-)
All is well :-D ",joy
Haha mjha pta hta me yahan hta? :-D,joy
Han mje b bht afsos hra hay..tmne aj pehnna tha na,sadness
Dfa hu kha na nai a sakta me phr avie bakwas kri ja rha ha.,anger
"Par fees ziada na ho parhata acha ho,",neutral
Meri ashqi ab tum hi ho,love
Ider aa ja kaam ha tuj sa,trust
Ya arange board meeting at 7 pm,neutral
Masooma buckle up sessionals ara hain :-P apka bnda koi nai leta but apka marks teachers na la lna :-P,joy
"Please tb keh jb mai na krwa k de raha ho,ho he nhe skte meri wja se khud krwa skta hai tw akar krwa le",anger
Mam aye to msg kr dae,trust
Evening hours mei soo gaya tha :p ,joy
Ok ni chahiye to na sai laro mat muj se t.c,anger
Mery nana abu ki tabiyat bht khrb hy m un k ghar hota hn aksar .,fear
"aoa sir, can i meet you tomoro in office? before 2 pm",trust
O ja yar tension na ly,fear
I hav informed students. They wil com at 8:30 tomorow. See u then,anticipation
Us mae finger print lock bi hy,joy
Ok yr wasa mere mbl ma kch apps nae chal rahe agr ma wo formate kr ka sb apps apple ka store sa dubara kr lo to wo chalan ge dubara?,trust
ni ni bhok ni ab adat ho gai,disgust
Han yun guzar jane pta he nae chalna,optimism
Haan g ye tu hai...Shahid Nagra,neutral
May na nai kia complete abhi :/,sadness
"You are invited to a small treat by me on the occasion of Getting Elected CR on Monday Venue will be informed later plz confirm your presence by a text or call. """"Dont bring anyone else""""",joy
sir i will come lahore tommoro evening..see you on sat...m almost done…,optimism
"G .
Desent larky hy baris teez ho rhy thy .gupy lgy thy enjoykia hy",joy
Mjse sabar nhi hota beech story mein :( mene 4 din me khatam b krliya :P B),sadness
Woh bc nasar pasay ni de rha aur pasaon ki boht need ha. Mehbob mang rha ha,anger
kya scene ha kb jana ha uni,anticipation
Suba kahe sare nikalne ka plan bnao. Apni kazano ke sath.,optimism
Kyaa baat hai janab apki to kamaal kr dikhaya ap ne :-*,trust
Many ahsan ko tery kehny pay msg kya n i think umair ko ahsan ny bta dya ya kuch aesa chkr k umair ko pta chal gya hy mjhy lgta cz umair ky msgs ab bht khrab o gy ajeeb bat krta rudely k jaisy ehsan kr rha o   ,disgust
Get ur pakstudies notes from aayan photocopy shop (next to abbasi cafe) code is 802,neutral
To bc sara mood kharab kr rha he maaa pesh krle apni,anger
Shukar se sab khush hain toh meri khushi ki bhi inteha nae ^_^ ,joy
Wo to lana bhole gie :/ mai us ka e ly aya ,sadness
"oh chal acha nae bholta hn me,",disgust
Mein buss bike tk ja rhaa hn,neutral
Yr wo books ki soft cpies lety aana,trust
"Nae shukr prsnal experience nae e abi tk :-P :-D bt banda ird gird b dekhta e sb kuch! Wese agr ye nakchire wali baat tu meri bari behn k samne kehti to wo tera sir pharr deti :-P :-D,",joy
Pani to iqbl twn me b jama ha.,disgust
mey bi bht jald lu ga iphone 6 ,optimism
Mama banks bnd hn jitni eid late krwa pay ni ani,pessimism
Yar os ka number band ja raha hai,disgust
Yar yai do numberia laga rahai hai,disgust
Mere zat Zara e be benishan,sadness
Pata nai baba ka msg nai aya roll no yaad nai,fear
Han jiii kabi kabi hojata hai,neutral
"Yr mere liye seat rakh lena 2nd row me bt boyz side ki end wali seat pe na rakhna plzz!,",trust
Yr koi or clr rakh lo white dhoney wala boski rakh lo,neutral
"Report ma document class report ho ge or components chapter, section, subsection , pRagraph nd subparagraph hain",neutral
Phas e gy wa uni ch adm ly k,disgust
Yaar abhi to free hoon per baka Bata Ta hoon 15 min main ,optimism
Utr b gai me phr b or b utar du ga,anticipation
Yr ruk mai late ho jao ga.,pessimism
Yr parha he dy aj...main aur abdullah ain teri taraf aj?,trust
Han thek hai geography ya physichlogy dono parho thora phr dkh lo jo easy lagta Tention ki kya bt hai,fear
ksi aur ko apne sth le ja.,neutral
then go nd finish it here.,neutral
"Haan g...
Hain tu kaafi sari
But tcs deliver naee karta...
They have their own sentiments.. ..
I guess kisi ke haath bhijwana paray ga usko…",sadness
ma sir sy bat kr ln ga kl tn print niklwa k krwa dy sbmit,anticipation
Mere gr se uni tk 30 kilomtr ka fsla ha.,neutral
Tu tnsn na le tje to kafi bnde churane aa jate! :-D  ,anticipation
Hahaha.. Khanna khanna ni tra sa milnay aa rha hn,joy
ni meri to ni hue but mama ki hue the bat phn pa..,neutral
"Thanx jani.Abi tk tu ni lagi
Kuch peenay ko dil kr rha hau
Kia peena ha?
Jani jb bhok lgy to btana
Q ab kia hwa?",joy
Okay ... Ma thora late ho jaon ga .. Ap log bytho ja k ...  ,neutral
Yar 25 tak jaty hain thn dykhty k kiya krna 1mnth bd mil jai ga na,optimism
Inlaws sath rehti ho ya separate?,anticipation
chl ok bad ma bat hogi yr nenoo a rhi ha :-P,joy
"Yad nhi h uski newly shaped eyebrows ne usay chonka diya th k 20 din se wo kaid h to phir...
or usnay woi pani jo hamdardy ki wja se laya th woi uspe ulat diya th.",neutral
Programning ki assginmt strt.ki ha koa ?,anticipation
hahahah me tou bhr gai h ni me tou andrr hu...awaxain.hi aa ri bhr se,joy
Hyn wo gai ni wapis us se pocho ..??,surprise
"Sir G
Plz share last year's algo  Mid term paper, if you find it in your cupboard :P",anticipation
